"Titles","Abstracts"
"Little Data, Big Data, and Food Insecurity: An Integrated Approach","A steady increase in the prevalence of chronic diseases like obesity and diabetes has been a major issue in healthcare; and one of the reasons that led to that increase is food insecurity. In 2014, it has been estimated that about 14.3% of Americans were food insecure …"
"Big-Data-Augmented Approach to Emerging Technologies Identification: Case of Agriculture and Food Sector","… of currently available studies on emerging technologies in agriculture and food sector (A&F … The
opportunities of the new big-data-augmented methodology are shown in comparison to existing …
with special attention to use of bigger volumes of data, machine learning and ontology … 
"
"A review on use of big data in warehousing to enhance accessibility of food","… and outreach across the agricultural value- chain is ensured by Big- Data methods and practices.
This information is spread across input providers and produce buyers. This paper will analyze
the lacunas in data accessibility which render the efficacy of adequate supply of food … 
"
"Big Data in Agricultural and Food Research: Challenges and Opportunities of an Integrated Big Data E-infrastructure","… Farmers Business Network 4 , which counts Google Ventures as an investor, have made collecting,
aggregating, and analysing data from many … Popular, business and tech press keeps on
highlighting the evolution that (big) data brings into the agriculture, food and water … 
"
"[PDF][PDF] Big Data and Opportunities for Agriculture and Food Industry","… make decisions that will increase yields and deliver safe, nutritious food to communities … Predictive
models developed using Big Data identify best management practices for achieving the … machinelearning algorithms and rooted in comprehensive and reliable data- sets, provide … 
"
"[PDF][PDF] Preliminary Exploration of Food Safety Big Data Resource Planning Based on the"" Environment, Food and Health"" Chain","… It is to be hoped that the pilot program in Guiyang, the first national big data pilot zone for the
integration of big data resources may be a first step towards data circulation across the entire
environment, food and health chain and the development of standardized regulations and … 
"
"Food trend based on social media for big data analysis using K-mean clustering and SAW: A case study on yogyakarta culinary industry","… 1. Fig. 1. Big Data Processing Pipeline … From the data that has been done cleaning the data, then
convert in a bag of words matrix to be applied machine learning algorithm. Then perform feature
extraction to find relevant features in classifying trendy food data … 
"
"Cold-Chain Logistics Big Data Problems Based on Food Safety Research","… 1]. Predictably, how to make use of big data theory and technology, strengthen the food safetydata processing analysis of food safety in our country big data fusion innovation and development,
will become a work of important direction in the field of food safety in China [2] … 
"
"[CITATION][C] Big data applications in food safety and quality","… in the food and agriculture sectors: an analysis of the current models and results of a novel approach using machine learning techniques with retail scanner data"
"Agriculture commodities production and consumption are typically not aligned since the timing of commodity production with its pace of consumption is disjoint, once commodities are often produced periodically (with certain crops being harvested once a year) but with a …","[CITATION][C] CAN BUSINESS GENERATED BIG FOOD DATA HELP NUTRITION SCIENCE-CASE INSIGHTS FROM INTERVIEWS WITH COMMERCIAL BIG DATA …"
"[CITATION][C] Food Authentication in the 21st Century: The Power of Analytical Methods Combined with Big Data Analysis","… Food Authentication in the 21 st Century: The Power of Analytical Methods Combined with BigData Analysis. E. Allen Foegeding Ph.D. Editor in Chief, IFT Scientific Journals. Search for more
papers by this author. E. Allen Foegeding Ph.D. Editor in Chief, IFT Scientific Journals … 
"
"[CITATION][C] … -land Algorithm Based on Neighborhood and Temporal Anomalies (FANTA) to Map Planted Versus Fallowed Croplands Using MODIS Data to Assist in …","[CITATION][C] Identify how big data enables forecasting and demand planning in food and beverages industry"
"[CITATION][C] „Big data analytics in food technology “",NA
NA,NA
NA,NA
"[HTML][HTML] Big-data-augmented approach to emerging technologies identification: case of agriculture and food sector","… <U+041F><U+043E><U+0445><U+043E><U+0436><U+0438><U+0435> <U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430><U+0446><U+0438><U+0438>. Mapping the Radical Innovations in Food Industry: A Text Mining Study.
Kuzminov I., Bakhtin PD, Khabirova E. et al … I: Advances in Artificial Intelligence and Its Applications …
for gaining insight into the underlying conceptual structure of the data … 
"
"[CITATION][C] Application of a business intelligence tool within the context of big data in a food industry company","Smart Manufacturing–Potential of New Digital Technologies and Big Data in the Food Industry"
"… presents exemplary applications of the smart manufacturing concept in food industry enterprises …
methods and solutions, in- cluding machine learning and artificial intelligence algorithms [Tao …
Traditional analyses use conventional algorithms and data that has been previ- ously … 
","[CITATION][C] … Demand Models in the Food and Agriculture Sectors: An Analysis of the Current Models and Results of a Novel Approach Using Machine Learning …"
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
