Country,University,Program,Courses,Syllabus,Description of the program
Portugal,Técnico Lisbo,Data Science ,Spoken Language Processing,"At the end of the course students are supposed to know the basic principles and techniques of speech coding, synthesis and recognition.Spoken Language Processing The course is structured into 7 chapters. The first introductory chapter presents the goals of the course, and the main applications of spoken language processing. It also briefly reviews the digital signal processing concepts that are needed in this course. The second chapter discusses the way humans generate and perceive speech, describing the production and audition/perception mechanisms. The next four chapters study the way computers try to mimic this human performance, including speech signal analysis techniques, speech coding models, text-to-speech conversion (synthesis) and speech-to-text conversion (recognition) techniques. The last of these four chapters covers not only the speech recognition area but also the speaker and language recognition areas. The final chapter frequently includes talks by researchers of other areas of natural language processing (namely from other faculties) and/or visits to labs. The course is planned for 27 theory classes of 1h30 each. 1 - 2 classes 2 - 3 classes 3 - 4 classes 4 - 3 classes 5 - 5 classes 6 - 8 classes 7 - 2 classes. The evaluation in this course will be done through a set of lab assignments (3), Mini-tests (3), and a monography. Besides the 3 lab assignments (T1 through T3), there will be an initial lab assignment, T0, whose goal is to help the students get familiar with the tools that they will use during the lab component of this course. The evaluation of T0 will not influence the overall score.","The programme aims to train qualified experts to approach and solve problems using methods and techniques of a wide range that constitutes the Engineering and Data Science. It is also intended to initiate students to research in this area, equipping them with the ability to grasp the latest advances and techniques, an aspect of extreme importance, since it is an area of enormous dynamism, with a high rate of innovation, requiring the high refreshability. This training will also prepare students to pursue a research career, both in academic and research and development groups in Engineering and Data Science, nowadays increasingly common in companies of various dimensions.
To train specialists with solid competences in a subset of the disciplines that integrate Data Science and Engineering, qualified to address and solve a vast class of problems in data acquisition, management, and processing and in extraction, analysis, and visualization of information.
To enable students to integrate work teams, which are typically large and with some heterogeneity and multidisciplinarity, including experts with different profiles of expertise.
To engage students in research in Data Science and Engineering, giving them the ability to grasp the latest advances and techniques and to update their knowledge throughout their professional lives.
To familiarize students with problems and practical applications, in which techniques and methods of Data Science and Engineering are employed, whether in a business environment, services and industry, or scientific applications. Applicants should have a degree in the areas of mathematics, statistics, engineering, finance, economics or management, or related fields, provided they have basic training in statistics, algebra, and programming. The interest of companies and organizations (private or public, whether or not for profit) in various topics of Data Science and Engineering has been growing exponentially. They are well aware of the enormous economic/commercial value of information and its use as a differentiating element among competitors often referred to as business intelligence. Also, the financial sector increasingly uses Data Science and Engineering, not only to support and assist strategic decisions but also in many other applications, from credit assessment to algorithmic trading. 

Data Science is also an essential area of modern computer and communications security, and it is clear that only techniques that can handle and analyze the enormous volumes of data flowing in modern communications networks will allow predicting and identifying intrusions and other security threats. 

Along with (and essentially due to) this huge interest, there are increasing opportunities for work in this area, both abroad and in Portugal. Large international companies such as Amazon, Ebay, IBM, Cisco, Google, Facebook, LinkedIn, Microsoft, Netflix and many others, seek very actively and hire large numbers of experts in Engineering and Data Science. This trend is also followed in Portugal by large companies such as EDP, BNP Paribas, Delloite Portugal, telecommunications companies (both equipment manufacturers and operators), among many others, as well as by technological startups with activity in this area."
Portugal,Técnico Lisbo,Data Science ,Bid Data Measuring Systems,"This course covers measurement systems as large data sources. The objective is to provide a view of the link between real-world observation and actuation made possible by assigning to each object, device, or system properties that can be quantified. This is one of the concepts underlying the Internet of Things (IoT), where through the use of sensors, an entire infrastructure is closely linked to information and communication technologies; where intelligent monitoring and management can be achieved through the use of embedded devices in a network. In this dynamical system, the devices are interconnected to transmit useful measurement information and control instructions through distributed sensor networks. The course will provide students with the ability to interact with experts in the design and implementation of systems that acquire experimental data and to understand the characteristics of the data to process them using the most appropriate and efficient algorithms and techniques to obtain useful information.(1) Measurement systems (data acquisition systems and
embedded systems). Interface with the real world: sensors and
actuators; electrical conduction; electrical signal conversion of raw
data; basic data processing; storage and transmission of data. (2)
Telemetry. (3) Experimental data source equipment and software:
intelligent sensors, RFID, wired and wireless distributed systems and
networks (wireless sensor networks, body area networks, etc.). (4)
Ubiquitous systems and computing. (5) Examples of application:
environmental monitoring, health monitoring, assisted physiotherapy,
energy measurement and quality of energy, intelligent agriculture,
etc.Final Exam (60% weight) and laboratory (40% weight). The lab has multiple tasks to perform in groups of up to 3 students. Students get an individual grade for their preparation and performance during the lab. The group receives a common note for the short lab report delivered at the end of each laboratory. For one of the tasks, the group must submit a formal report according to the guidelines published on the site of the course unit.","The programme aims to train qualified experts to approach and solve problems using methods and techniques of a wide range that constitutes the Engineering and Data Science. It is also intended to initiate students to research in this area, equipping them with the ability to grasp the latest advances and techniques, an aspect of extreme importance, since it is an area of enormous dynamism, with a high rate of innovation, requiring the high refreshability. This training will also prepare students to pursue a research career, both in academic and research and development groups in Engineering and Data Science, nowadays increasingly common in companies of various dimensions.
To train specialists with solid competences in a subset of the disciplines that integrate Data Science and Engineering, qualified to address and solve a vast class of problems in data acquisition, management, and processing and in extraction, analysis, and visualization of information.
To enable students to integrate work teams, which are typically large and with some heterogeneity and multidisciplinarity, including experts with different profiles of expertise.
To engage students in research in Data Science and Engineering, giving them the ability to grasp the latest advances and techniques and to update their knowledge throughout their professional lives.
To familiarize students with problems and practical applications, in which techniques and methods of Data Science and Engineering are employed, whether in a business environment, services and industry, or scientific applications. Applicants should have a degree in the areas of mathematics, statistics, engineering, finance, economics or management, or related fields, provided they have basic training in statistics, algebra, and programming. The interest of companies and organizations (private or public, whether or not for profit) in various topics of Data Science and Engineering has been growing exponentially. They are well aware of the enormous economic/commercial value of information and its use as a differentiating element among competitors often referred to as business intelligence. Also, the financial sector increasingly uses Data Science and Engineering, not only to support and assist strategic decisions but also in many other applications, from credit assessment to algorithmic trading. 

Data Science is also an essential area of modern computer and communications security, and it is clear that only techniques that can handle and analyze the enormous volumes of data flowing in modern communications networks will allow predicting and identifying intrusions and other security threats. 

Along with (and essentially due to) this huge interest, there are increasing opportunities for work in this area, both abroad and in Portugal. Large international companies such as Amazon, Ebay, IBM, Cisco, Google, Facebook, LinkedIn, Microsoft, Netflix and many others, seek very actively and hire large numbers of experts in Engineering and Data Science. This trend is also followed in Portugal by large companies such as EDP, BNP Paribas, Delloite Portugal, telecommunications companies (both equipment manufacturers and operators), among many others, as well as by technological startups with activity in this area."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),PROLOG,"Introduces declarative relational programming using the logic based programming language, Prolog. Focus is on writing small Prolog applications an artificial intelligence dimension.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),SHORT INTRODUCTION TO PROLOG,"Introduces the concept of logic programming and syntax and procedural reading of the Prolog language. Teaches the ability to write simple programs to query Prolog databases, and recursively process lists and other compound data structures.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),ADVANCED ROBOTICS,"Addresses topics of advanced robotics, with a focus on real-time state estimation and mapping, with application to drones and Augmented and Virtual Reality.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),ADVANCED STATISTICAL MACHINE LEARNING AND PATTERN RECOGNITION,"Provides the theoretical and computational skills to understand, design and implement modern statistical machine learning methodologies regarding statistical component analysis, statistical linear dynamical systems and other statistical models.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),COMPUTER VISION,Introduces the concepts behind computer-based recognition and extraction of features from raster images.,"This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),DATA ANALYSIS AND PROBABILISTIC INFERENCE,Aims to teach how probability can be used to make decisions by a computer. Inference networks form a major part of the material along with linear and non-linear methods in statistical pattern recognition.,"This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),DYNAMICAL SYSTEMS AND DEEP LEARNING,Introduces Deep Belief Nets and Convolutional Neural Nets which provide the two main tools in Deep Learning.,"This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),MACHINE LEARNING,"Provides the foundations to Machine Learning (ML) and an understanding of basic ML concepts and techniques. Uses Matlab to design, implement and test ML systems.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),MATHEMATICS FOR MACHINE LEARNING,"Provides the necessary mathematical background and skills to understand, design and implement modern statistical machine learning methodologies, and inference mechanisms.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),MODAL LOGIC,"Develops skills in modal logics for specification, knowledge representation and practical reasoning in artificial intelligence and software engineering.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),REINFORCEMENT LEARNING,"Covers the foundations and standard methods of reinforcement learning. Reinforcement Learning (RL) is a growing sub-area of machine learning concerned with how an agent (computer, human or robot) should choose its actions in an environment so as to maximise some notion of (long-term) reward.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),ROBOTICS,"Focuses on the field of mobile robotics both theoretically and practically. Covers wheeled locomotion, control, outward-looking sensors, mapping, place recognition and reactive behaviours.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),ARGUMENTATION AND MULTI-AGENT SYSTEMS,"Focuses on the foundations and advances in Multi-Agent Systems, specifically the concepts and implementation techniques required.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),KNOWLEDGE REPRESENTATION,"Presents the theoretical foundations for the main logic-based formalisms used for knowledge representation and reasoning in AI, particularly non-monotonic logics and consequence relations, and the computational basis of logic programming.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),LOGIC-BASED LEARNING,"Gives a foundation of knowledge and basic principles of logic-based learning, to develop basic skills in algorithms and heuristics, and to form a logic-based learning task to solve a given learning problem.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),PROBABILISTIC MODEL CHECKING AND ANALYSIS,N/A,"This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),SYSTEMS VERIFICATION,"Introduces formal methods for system specification and verification. Particular prominence is given to logic-based formalisms and techniques, notably model checking.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),ADVANCED COMPUTER ARCHITECTURE,"Develops a thorough understanding of high-performance and energy-efficient computer architecture, as a basis for informed software performance engineering and as a foundation for advanced work in computer architecture, compiler design, operating systems and parallel processing.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),ADVANCED COMPUTER GRAPHICS,"Introduces modern techniques in realistic computer graphics and image synthesis, particularly image-based techniques for photorealism.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),ADVANCED DATABASES,"Provides detailed theoretical and practical knowledge of how database management systems (DBMS) are programmed in SQL, how DBMSs may be linked to form distributed databases, and how DBMSs operate and are tuned to improve performance.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),ADVANCED ISSUES IN OBJECT ORIENTED PROGRAMMING,"Discusses issues around the design and implementation of object oriented languages, the rationale and explore alternatives.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),ADVANCED SECURITY,"Develops an advanced understanding of security topics from both a practical industrially-focused perspective, whilst also providing a storing research perspective.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),COMPLEXITY,"Describes the complexity classes associated with computational problems, and the ability to fit a particular problem into a class of related problems, and so to appreciate the efficiency attainable by algorithms to solve the particular problem.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),COMPUTATIONAL FINANCE,"Introduces the basic concepts of quantitative finance and financial engineering, including hedging and pricing problems in finance, and how to formulate these problems as mathematical models, and understand the computational techniques to solve the arising models.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),COMPUTATIONAL OPTIMISATION,"Develops a deep understanding of optimal decision making models, algorithms and applications to engineering, finance, and machine learning.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),CRYPTOGRAPHY ENGINEERING,"Teaches how cryptographic techniques can be used to design and implement secure communicating systems for a variety of different needs and applications, and to do so by considering all aspects from theory to more practical issues.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),CUSTOM COMPUTING,"Custom computers are special-purpose systems customised for specific applications such as signal processing and database operations, when general-purpose computers are too slow, bulky or power hungry. Development of custom computers is an expensive, time-consuming and error-prone activity. This module introduces approaches enabling the rapid and systematic design of custom computers.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),DISTRIBUTED ALGORITHMS,"Covers key concepts, problems and results in distributed algorithms. Providing an introduction on how to reason about the correctness of distributed algorithms and practical experience of programming them.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),GRAPHICS,"Provides an understanding of basic concepts of computer graphics, and introduces the fundamental mathematical principles used for computer generated imagery, shading and light approximations.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),INDEPENDENT STUDY OPTION,"Study an advanced computer science topic of your choice, ideal for those considering a PhD or a career in industrial research.","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
England,Imperial College London,MSc Computing (Artificial Intelligence and Machine Learning),INFORMATION AND CODING THEORY,"Provides an advanced introduction to information and coding theory which is essential to computer security (e.g. differential privacy, side channel attacks, etc.).","This specialist course focuses on artificial intelligence and knowledge engineering, as well as the development of computational and engineering models of complex cognitive and social behaviours.This taught postgraduate course is aimed at students who may not have studied computing exclusively, but who have studied a considerable amount of computing already.If you want to become a specialist in a particular area of computing, this course will provide a first crucial step towards that goal.This specialism focuses on artificial intelligence and knowledge engineering, and the development of computational and engineering models of complex cognitive and social behaviours. Study areas include: cognitive robotics, complexity, complex systems, computational finance, computer networks, and distributed systems."
